profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
publicart_5-0-0,citation,citation/local,y,7,"Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Storage Location: Term source name (Storage Location Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
publicart_5-0-0,citation,citation/worldcat,y,7,"Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Storage Location: Term source name (Storage Location Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
publicart_5-0-0,concept,concept/associated,y,2,"Citation: Related term (Citation Information>Related term)
Object: Artwork tag (Object Identification Information)"
publicart_5-0-0,concept,concept/material,y,2,"Citation: Related term (Citation Information>Related term)
Object: Material (Object Description Information>Material)"
publicart_5-0-0,concept,concept/nomenclature,n,0,""
publicart_5-0-0,concept,concept/occasion,y,1,Use of Collections: Occasion (Use of Collections Information)
publicart_5-0-0,concept,concept/worktype,y,1,Object: Work type (Object Identification Information>Work type)
publicart_5-0-0,location,location/local,y,6,"Exhibition: Venue name (Exhibition Information>Venue)
Intake: Current location (Location Information>Current location)
Intake: Normal location (Location Information)
Location/Movement/Inventory: Current location (Object Location Information>Current location)
Object: Computed current location (Object Identification Information)
Use of Collections: Location (Use of Collections Information)"
publicart_5-0-0,location,location/offsite,y,5,"Exhibition: Venue name (Exhibition Information>Venue)
Intake: Current location (Location Information>Current location)
Intake: Normal location (Location Information)
Location/Movement/Inventory: Current location (Object Location Information>Current location)
Object: Computed current location (Object Identification Information)"
publicart_5-0-0,organization,organization/local,y,52,"Acquisition: Acquisition source (Acquisition Information)
Acquisition: Commissioning body (Commission Information)
Acquisition: Funding source (Acquisition Information>Funding)
Acquisition: Owner (Acquisition Information)
Citation: Agent name (Citation Information>Agent)
Citation: Publisher (Citation Information>Publication)
Condition Check: Checker/assessor (Condition Check/Technical Assessment Information)
Conservation: Conservator (Conservation Treatment Information)
Conservation: Other treatment party name (Conservation Treatment Information>Other treatment party)
Exhibition: Organizer (Exhibition Information)
Exhibition: Support name (Exhibition Information>Support)
Exhibition: Venue name (Exhibition Information>Venue)
Group: Group owner (Group Information)
Insurance/Indemnity: Insurer/indemnifier (Insurance and Indemnity Information)
Insurance/Indemnity: Quote provider (Insurance and Indemnity Information>Quote)
Intake: Condition check assessor (Condition Check Information)
Intake: Current location (Location Information>Current location)
Intake: Current owner (Object Entry Information)
Intake: Depositor name (Object Entry Information>Depositor)
Intake: Normal location (Location Information)
Loan In: Lender name (Loan In Information>Lender)
Loan Out: Borrower name (Loan Out Information>Borrower)
Location/Movement/Inventory: Current location (Object Location Information>Current location)
Media Handling: Contributor (Media Handling Information)
Media Handling: Creator (Media Handling Information)
Media Handling: Rights holder (Media Handling Information)
Object Exit: Current owner (Object Exit Information)
Object Exit: Depositor (Object Exit Information)
Object Exit: Disposal proposed recipient (Deaccession and Disposal Information)
Object Exit: Disposal recipient (Deaccession and Disposal Information)
Object: Artwork creator name (Object Production Information>Artwork creator)
Object: Collection (Object Identification Information)
Object: Computed current location (Object Identification Information)
Object: Owner (Object Identification Information>Object Owner's Contribution Information)
Object: Textual inscription inscriber (Object Description Information>Textual Inscription>Textual inscription)
Person: Person's organization (Person Information)
Place: Georeferenced by (Georeference Information>Georeference)
Place: Owner (Place Information>Ownership)
Transport: Arrival point (Transport Information>Arrival)
Transport: Courier name (Transport Information>Courier)
Transport: Customs broker name (Cost Information>Customs broker)
Transport: Departure point (Transport Information>Departure)
Transport: Shipping quote provider (Cost Information)
Transport: Transporter name (Transport Information>Transporter)
Use of Collections: Authorized by (Use of Collections Information>Authorization)
Use of Collections: Location (Use of Collections Information)
Use of Collections: Staff name (Use of Collections Information>Staff)
Use of Collections: User institution (Use of Collections Information>User)
Use of Collections: User name (Use of Collections Information>User)
Valuation Control: Insurer (Insurance Information>Insurance)
Valuation Control: Source (Object Valuation Information)
Work: Creator name (Work Information>Creator)"
