profile,record_type,field,record_section,path_to_field,data_type,required,repeats,group_repeats,data_source,option_list_values,record_type_machine_name,field_machine_name
materials_3-0-8,Acquisition,Reference number,Acquisition Information,"",string,y,n,n/a,"","",acquisition,acquisitionReferenceNumber
materials_3-0-8,Acquisition,Accession date,Acquisition Information,"",structured date group,n,n,n/a,"","",acquisition,accessionDateGroup
materials_3-0-8,Acquisition,Authorizer,Acquisition Information,Authorization,string,n,n,n/a,authority: person/local,"",acquisition,acquisitionAuthorizer
materials_3-0-8,Acquisition,Authorization date,Acquisition Information,Authorization,date,n,n,n/a,"","",acquisition,acquisitionAuthorizerDate
materials_3-0-8,Acquisition,Acquisition date,Acquisition Information,"",structured date group,n,y,n,"","",acquisition,acquisitionDateGroup
materials_3-0-8,Acquisition,Acquisition method,Acquisition Information,"",string,n,n,n/a,option list: acquisitionMethods,"bequest, commission, exchange, found in collection, gift, purchase, transfer, treasure, unknown",acquisition,acquisitionMethod
materials_3-0-8,Acquisition,Acquisition source,Acquisition Information,"",string,n,y,n,authority: person/local; authority: organization/local,"",acquisition,acquisitionSource
materials_3-0-8,Acquisition,Credit line,Acquisition Information,"",string,n,n,n/a,"","",acquisition,creditLine
materials_3-0-8,Acquisition,Acquisition reason,Acquisition Information,"",string,n,n,n/a,"","",acquisition,acquisitionReason
materials_3-0-8,Acquisition,Note,Acquisition Information,"",string,n,n,n/a,"","",acquisition,acquisitionNote
materials_3-0-8,Acquisition,Provisos,Acquisition Information,"",string,n,n,n/a,"","",acquisition,acquisitionProvisos
materials_3-0-8,Acquisition,Field collection event name,Object Collection Information,"",string,n,y,n,"","",acquisition,fieldCollectionEventName
materials_3-0-8,Citation,Term display name,Citation Information,Term,string,y,n,y,"","",citation,termDisplayName
materials_3-0-8,Citation,Term status,Citation Information,Term,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review",citation,termStatus
materials_3-0-8,Citation,Term type,Citation Information,Term,string,n,n,y,vocabulary: citationtermtype,"",citation,termType
materials_3-0-8,Citation,Term flag,Citation Information,Term,string,n,n,y,vocabulary: citationtermflag,"",citation,termFlag
materials_3-0-8,Citation,Term language,Citation Information,Term,string,n,n,y,vocabulary: languages,"",citation,termLanguage
materials_3-0-8,Citation,Term preferred for lang,Citation Information,Term,boolean,n,n,y,"","",citation,termPrefForLang
materials_3-0-8,Citation,Term full citation,Citation Information,Term,string,n,n,y,"","",citation,termFullCitation
materials_3-0-8,Citation,Term title,Citation Information,Term,string,n,n,y,"","",citation,termTitle
materials_3-0-8,Citation,Term subtitle,Citation Information,Term,string,n,n,y,"","",citation,termSubTitle
materials_3-0-8,Citation,Term section title,Citation Information,Term,string,n,n,y,"","",citation,termSectionTitle
materials_3-0-8,Citation,Term volume,Citation Information,Term,string,n,n,y,"","",citation,termVolume
materials_3-0-8,Citation,Term issue,Citation Information,Term,string,n,n,y,"","",citation,termIssue
materials_3-0-8,Citation,Term source name,Citation Information,Term > Source,string,n,n,y,authority: citation/local,"",citation,termSource
materials_3-0-8,Citation,Term source detail,Citation Information,Term > Source,string,n,n,y,"","",citation,termSourceDetail
materials_3-0-8,Citation,Term source ID,Citation Information,Term > Source,string,n,n,y,"","",citation,termSourceID
materials_3-0-8,Citation,Term source note,Citation Information,Term > Source,string,n,n,y,"","",citation,termSourceNote
materials_3-0-8,Citation,Publisher,Citation Information,Publication,string,n,n,y,authority: organization/local,"",citation,publisher
materials_3-0-8,Citation,Publication place,Citation Information,Publication,string,n,n,y,authority: place/local,"",citation,publicationPlace
materials_3-0-8,Citation,Publication date,Citation Information,Publication,structured date group,n,n,y,"","",citation,publicationDate
materials_3-0-8,Citation,Publication edition,Citation Information,Publication,string,n,n,y,"","",citation,edition
materials_3-0-8,Citation,Publication page(s),Citation Information,Publication,string,n,n,y,"","",citation,pages
materials_3-0-8,Citation,Agent name,Citation Information,Agent,string,n,n,y,authority: person/local; authority: organization/local,"",citation,agent
materials_3-0-8,Citation,Agent role,Citation Information,Agent,string,n,n,y,vocabulary: agentinfotype,"",citation,role
materials_3-0-8,Citation,Agent note,Citation Information,Agent,string,n,n,y,"","",citation,note
materials_3-0-8,Citation,Note,Citation Information,"",string,n,n,n/a,"","",citation,citationNote
materials_3-0-8,Citation,Resource identifier,Citation Information,Resource identifier,string,n,n,y,"","",citation,resourceIdent
materials_3-0-8,Citation,Resource identifier type,Citation Information,Resource identifier,string,n,n,y,vocabulary: resourceidtype,"",citation,type
materials_3-0-8,Citation,Resource identifier capture date,Citation Information,Resource identifier,structured date group,n,n,y,"","",citation,captureDate
materials_3-0-8,Citation,Related term,Citation Information,Related term,string,n,n,y,"","",citation,relatedTerm
materials_3-0-8,Citation,Related term type,Citation Information,Related term,string,n,n,y,vocabulary: relationtypetype,"",citation,relationType
materials_3-0-8,Object,Accession number,Object Identification Information,"",string,y,n,n/a,"","",collectionobject,objectNumber
materials_3-0-8,Object,Number of objects,Object Identification Information,"",integer,n,n,n/a,"","",collectionobject,numberOfObjects
materials_3-0-8,Object,Other number value,Object Identification Information,Other number,string,n,n,y,"","",collectionobject,numberValue
materials_3-0-8,Object,Other number type,Object Identification Information,Other number,string,n,n,y,option list: numberTypes,"QR code, barcode, callnumber, lender, obsolete, previous, serial, unknown",collectionobject,numberType
materials_3-0-8,Object,Collection,Object Identification Information,"",string,n,n,n/a,option list: collections,"circulating, non_circulating",collectionobject,collection
materials_3-0-8,Object,Named collection,Object Identification Information,"",string,n,y,n,authority: work/local,"",collectionobject,namedCollection
materials_3-0-8,Object,Record status,Object Identification Information,"",string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary",collectionobject,recordStatus
materials_3-0-8,Object,Publish to,Object Identification Information,"",string,n,y,n,vocabulary: publishto,"",collectionobject,publishTo
materials_3-0-8,Object,Inventory status,Object Identification Information,"",string,n,y,n,vocabulary: inventorystatus,"",collectionobject,inventoryStatus
materials_3-0-8,Object,Production description,Object Identification Information,"",string,n,y,n,"","",collectionobject,briefDescription
materials_3-0-8,Object,Material,Object Identification Information,Material,string,n,n,y,authority: material/local; authority: material/shared,"",collectionobject,material
materials_3-0-8,Object,Handling,Object Identification Information,Handling,string,n,n,y,vocabulary: materialhandling,"",collectionobject,handling
materials_3-0-8,Object,Handling note,Object Identification Information,Handling,string,n,n,y,"","",collectionobject,handlingNote
materials_3-0-8,Object,Container,Object Identification Information,Container,string,n,n,y,vocabulary: materialcontainer,"",collectionobject,container
materials_3-0-8,Object,Container note,Object Identification Information,Container,string,n,n,y,"","",collectionobject,containerNote
materials_3-0-8,Object,Condition,Object Identification Information,Condition,string,n,n,y,vocabulary: materialcondition,"",collectionobject,condition
materials_3-0-8,Object,Condition note,Object Identification Information,Condition,string,n,n,y,"","",collectionobject,conditionNote
materials_3-0-8,Object,Computed current location,Object Identification Information,"",string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,"",collectionobject,computedCurrentLocation
materials_3-0-8,Object,Annotation type,Object Identification Information,Annotation,string,n,n,y,vocabulary: annotationtype,"",collectionobject,annotationType
materials_3-0-8,Object,Annotation note,Object Identification Information,Annotation,string,n,n,y,"","",collectionobject,annotationNote
materials_3-0-8,Object,Annotation date,Object Identification Information,Annotation,date,n,n,y,"","",collectionobject,annotationDate
materials_3-0-8,Object,Annotation author,Object Identification Information,Annotation,string,n,n,y,authority: person/local,"",collectionobject,annotationAuthor
materials_3-0-8,Object,Object type,Object Description Information,"",string,n,y,n,option list: objectTypes,"fragment, mock_up, product, prototype, sample",collectionobject,objectStatus
materials_3-0-8,Object,Finish,Object Description Information,Finish,string,n,n,y,vocabulary: materialfinish,"",collectionobject,finish
materials_3-0-8,Object,Finish note,Object Description Information,Finish,string,n,n,y,"","",collectionobject,finishNote
materials_3-0-8,Object,Color,Object Description Information,"",string,n,y,n,"","",collectionobject,color
materials_3-0-8,Object,Generic color,Object Description Information,"",string,n,y,n,vocabulary: materialgenericcolor,"",collectionobject,materialGenericColor
materials_3-0-8,Object,Physical description,Object Description Information,"",string,n,y,n,"","",collectionobject,materialPhysicalDescription
materials_3-0-8,Object,Sample size,Object Description Information,Dimensions,string,n,n,y,"","",collectionobject,dimensionSummary
materials_3-0-8,Object,Measurement dimension,Object Description Information,Dimensions > Measurement,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width",collectionobject,dimension
materials_3-0-8,Object,Measurement value,Object Description Information,Dimensions > Measurement,float,n,n,y,"","",collectionobject,value
materials_3-0-8,Object,Measurement unit,Object Description Information,Dimensions > Measurement,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons",collectionobject,measurementUnit
