profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
bonsai_6-0-0,citation,citation/local,y,12,"Citation: Term source name (Citation Information>Source)
Concept: Term source name (Concept Information>Source)
Exhibition: Bibliographic reference (Exhibition Information)
Object: Reference (Reference Information>Reference Information)
Organization: Term source name (Organization Information>Source)
Person: Term source name (Person Information>Source)
Place: Term source name (Place Information>Source)
Storage Location: Term source name (Storage Location Information>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Common name source (Taxonomic Name Information)
Taxon: Term source name (Taxonomic Name Information>Source)
Work: Term source name (Work Information>Source)"
bonsai_6-0-0,citation,citation/worldcat,y,11,"Citation: Term source name (Citation Information>Source)
Concept: Term source name (Concept Information>Source)
Exhibition: Bibliographic reference (Exhibition Information)
Object: Reference (Reference Information>Reference Information)
Organization: Term source name (Organization Information>Source)
Person: Term source name (Person Information>Source)
Place: Term source name (Place Information>Source)
Storage Location: Term source name (Storage Location Information>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Term source name (Taxonomic Name Information>Source)
Work: Term source name (Work Information>Source)"
bonsai_6-0-0,concept,concept/activity,y,1,Citation: Related term (Citation Information)
bonsai_6-0-0,concept,concept/associated,y,3,"Citation: Related term (Citation Information)
Object: Associated concept (Object History and Association Information>Associations)
Object: Content concept (Object Description Information>Content)"
bonsai_6-0-0,concept,concept/material,y,2,"Citation: Related term (Citation Information)
Object: Content concept (Object Description Information>Content)"
bonsai_6-0-0,concept,concept/nomenclature,n,0,""
bonsai_6-0-0,concept,concept/occasion,y,1,Use of Collections: Occasion (Use of Collections Information)
bonsai_6-0-0,location,location/local,y,7,"Exhibition: Venue name (Exhibition Information)
Intake: Current location (Location Information)
Intake: Normal location (Location Information)
Location/Movement/Inventory: Current location (Object Location Information)
Location/Movement/Inventory: Normal location (Object Location Information)
Object: Computed current location (Object Identification Information)
Use of Collections: Location (Use of Collections Information)"
bonsai_6-0-0,location,location/offsite,y,6,"Exhibition: Venue name (Exhibition Information)
Intake: Current location (Location Information)
Intake: Normal location (Location Information)
Location/Movement/Inventory: Current location (Object Location Information)
Location/Movement/Inventory: Normal location (Object Location Information)
Object: Computed current location (Object Identification Information)"
bonsai_6-0-0,organization,organization/local,y,62,"Acquisition: Acquisition source (Acquisition Information)
Acquisition: Funding source (Acquisition Information)
Acquisition: Owner (Acquisition Information)
Citation: Agent name (Citation Information)
Citation: Publisher (Citation Information)
Condition Check: Checker/assessor (Condition Check/Technical Assessment Information)
Conservation: Other treatment party name (Conservation Treatment Information)
Conservation: Treatment performed by (Conservation Treatment Information)
Exhibition: Organizer (Exhibition Information)
Exhibition: Sponsor (Exhibition Information)
Exhibition: Venue name (Exhibition Information)
Exhibition: Working group member name (Exhibition Information)
Insurance/Indemnity: Insurer/indemnifier (Insurance and Indemnity Information)
Insurance/Indemnity: Quote provider (Insurance and Indemnity Information)
Intake: Condition check assessor (Condition Check Information)
Intake: Current location (Location Information)
Intake: Current owner (Object Entry Information)
Intake: Depositor name (Object Entry Information)
Intake: Field collector (Object Collection Information)
Intake: Insurer (Insurance Information)
Intake: Normal location (Location Information)
Intake: Valuer (Valuation Information)
Loan In: Lender name (Loan In Information)
Loan Out: Borrower name (Loan Out Information>Borrower)
Location/Movement/Inventory: Current location (Object Location Information)
Location/Movement/Inventory: Normal location (Object Location Information)
Media Handling: Contributor (Media Handling Information)
Media Handling: Creator (Media Handling Information)
Media Handling: Measured by (Media Handling Information)
Media Handling: Publisher (Media Handling Information)
Media Handling: Rights holder (Media Handling Information)
Object Exit: Current owner (Object Exit Information)
Object Exit: Depositor (Object Exit Information)
Object Exit: Disposal proposed recipient (Deaccession and Disposal Information)
Object Exit: Disposal recipient (Deaccession and Disposal Information)
Object: Associated event organization (Object History and Association Information>Associations)
Object: Associated organization (Object History and Association Information>Associations)
Object: Computed current location (Object Identification Information)
Object: Content organization (Object Description Information>Content)
Object: Field collector (Object Collection Information)
Object: Measured by (Object Description Information)
Object: Non-textual inscription inscriber (Object Description Information>Non-Textual Inscription)
Object: Owner (Object History and Association Information>Object Owner's Contribution Information)
Object: Production organization (Object Production Information)
Object: Textual inscription inscriber (Object Description Information>Textual Inscription)
Place: Georeferenced by (Georeference Information)
Place: Owner (Place Information)
Taxon: Author name (Taxonomic Name Information)
Transport: Arrival point (Transport Information>Arrival)
Transport: Courier name (Transport Information)
Transport: Customs broker name (Cost Information>Customs broker)
Transport: Departure point (Transport Information>Departure)
Transport: Shipping quote provider (Cost Information)
Transport: Transporter name (Transport Information>Transporter)
Use of Collections: Authorized by (Use of Collections Information)
Use of Collections: Location (Use of Collections Information)
Use of Collections: Staff name (Use of Collections Information)
Use of Collections: User institution (Use of Collections Information)
Use of Collections: User name (Use of Collections Information)
Valuation Control: Source (Object Valuation Information)
Work: Creator name (Work Information)
Work: Publisher name (Work Information)"
bonsai_6-0-0,organization,organization/ulan,y,7,"Exhibition: Organizer (Exhibition Information)
Exhibition: Sponsor (Exhibition Information)
Exhibition: Venue name (Exhibition Information)
Exhibition: Working group member name (Exhibition Information)
Insurance/Indemnity: Insurer/indemnifier (Insurance and Indemnity Information)
Insurance/Indemnity: Quote provider (Insurance and Indemnity Information)
Object: Content organization (Object Description Information>Content)"
