fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
bonsai_5-0-5 acquisition ns2:acquisitions_common groupPurchasePriceValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.groupPurchasePriceValue,Acquisition Information,Price Information > Group purchase price,Group purchase price value,"",groupPurchasePriceValue,float,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectOfferPriceCurrency,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectOfferPriceCurrency,Acquisition Information,Price Information > Object offer price,Object offer price currency,"",objectOfferPriceCurrency,string,n,n,n/a,vocabulary: currency,""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectOfferPriceValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectOfferPriceValue,Acquisition Information,Price Information > Object offer price,Object offer price value,"",objectOfferPriceValue,float,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectPurchaseOfferPriceCurrency,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceCurrency,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price currency,"",objectPurchaseOfferPriceCurrency,string,n,n,n/a,vocabulary: currency,""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectPurchaseOfferPriceValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceValue,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price value,"",objectPurchaseOfferPriceValue,float,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectPurchasePriceCurrency,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceCurrency,Acquisition Information,Price Information > Object purchase price,Object purchase price currency,"",objectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,""
bonsai_5-0-5 acquisition ns2:acquisitions_common objectPurchasePriceValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceValue,Acquisition Information,Price Information > Object purchase price,Object purchase price value,"",objectPurchasePriceValue,float,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common originalObjectPurchasePriceCurrency,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceCurrency,Acquisition Information,Price Information > Original object purchase price,Original object purchase price currency,"",originalObjectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,""
bonsai_5-0-5 acquisition ns2:acquisitions_common originalObjectPurchasePriceValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceValue,Acquisition Information,Price Information > Original object purchase price,Original object purchase price value,"",originalObjectPurchasePriceValue,float,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionReason,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReason,Acquisition Information,"",Acquisition reason,"",acquisitionReason,string,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common approvalGroup,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalGroup,Acquisition Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
bonsai_5-0-5 acquisition ns2:acquisitions_common approvalIndividual,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalIndividual,Acquisition Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,""
bonsai_5-0-5 acquisition ns2:acquisitions_common approvalStatus,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalStatus,Acquisition Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,""
bonsai_5-0-5 acquisition ns2:acquisitions_common approvalDate,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalDate,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common approvalNote,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionNote,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionProvisos,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionFundingCurrency,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionFundingValue,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionFundingSource,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,""
bonsai_5-0-5 acquisition ns2:acquisitions_common acquisitionFundingSourceProvisos,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common creditLine,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"",""
bonsai_5-0-5 acquisition ns2:acquisitions_common fieldCollectionEventName,bonsai_5-0-5,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.fieldCollectionEventName,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"",""
bonsai_5-0-5 citation ns2:citations_common termDisplayName,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termStatus,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review"
bonsai_5-0-5 citation ns2:citations_common termType,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,""
bonsai_5-0-5 citation ns2:citations_common termFlag,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,""
bonsai_5-0-5 citation ns2:citations_common termLanguage,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
bonsai_5-0-5 citation ns2:citations_common termPrefForLang,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termFullCitation,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termTitle,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termSubTitle,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termSectionTitle,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termVolume,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termIssue,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termSource,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
bonsai_5-0-5 citation ns2:citations_common termSourceDetail,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termSourceID,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common termSourceNote,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common publisher,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,""
bonsai_5-0-5 citation ns2:citations_common publicationPlace,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationPlace,Citation Information,Publication,Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority: place/local; authority: place/tgn,""
bonsai_5-0-5 citation ns2:citations_common publicationDate,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationDate,Citation Information,Publication,Publication date,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationDate,structured date group,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common edition,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.edition,Citation Information,Publication,Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common pages,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.pages,Citation Information,Publication,Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common agent,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.agent,Citation Information,Agent,Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local,""
bonsai_5-0-5 citation ns2:citations_common role,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.role,Citation Information,Agent,Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary: agentinfotype,""
bonsai_5-0-5 citation ns2:citations_common note,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.note,Citation Information,Agent,Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common citationNote,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.citationNote,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"",""
bonsai_5-0-5 citation ns2:citations_common resourceIdent,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.resourceIdent,Citation Information,Resource identifier,Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common type,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.type,Citation Information,Resource identifier,Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary: resourceidtype,""
bonsai_5-0-5 citation ns2:citations_common captureDate,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.captureDate,Citation Information,Resource identifier,Resource identifier capture date,citationResourceIdentGroupList > citationResourceIdentGroup,captureDate,structured date group,n,n,y,"",""
bonsai_5-0-5 citation ns2:citations_common relatedTerm,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.relatedTerm,Citation Information,Related term,Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority: concept/associated; authority: concept/activity; authority: concept/material,""
bonsai_5-0-5 citation ns2:citations_common relationType,bonsai_5-0-5,citation,ns2:citations_common,ns2:citations_common,citations_common.relationType,Citation Information,Related term,Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary: relationtypetype,""
bonsai_5-0-5 chronology ns2:chronologies_common termDisplayName,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termDisplayName,Chronology Information,Term,Term display name,chronologyTermGroupList > chronologyTermGroup,termDisplayName,string,y,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termName,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termName,Chronology Information,Term,Term name,chronologyTermGroupList > chronologyTermGroup,termName,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termQualifier,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termQualifier,Chronology Information,Term,Term qualifier,chronologyTermGroupList > chronologyTermGroup,termQualifier,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termStatus,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termStatus,Chronology Information,Term,Term status,chronologyTermGroupList > chronologyTermGroup,termStatus,string,n,n,y,vocabulary: chronologytermstatus,""
bonsai_5-0-5 chronology ns2:chronologies_common termType,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termType,Chronology Information,Term,Term type,chronologyTermGroupList > chronologyTermGroup,termType,string,n,n,y,vocabulary: chronologytermtype,""
bonsai_5-0-5 chronology ns2:chronologies_common termFlag,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termFlag,Chronology Information,Term,Term flag,chronologyTermGroupList > chronologyTermGroup,termFlag,string,n,n,y,vocabulary: chronologytermflag,""
bonsai_5-0-5 chronology ns2:chronologies_common historicalStatus,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.historicalStatus,Chronology Information,Term,Term historical status,chronologyTermGroupList > chronologyTermGroup,historicalStatus,string,n,n,y,vocabulary: chronologyhistoricalstatus,""
bonsai_5-0-5 chronology ns2:chronologies_common termLanguage,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termLanguage,Chronology Information,Term,Term language,chronologyTermGroupList > chronologyTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
bonsai_5-0-5 chronology ns2:chronologies_common termPrefForLang,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termPrefForLang,Chronology Information,Term,Term preferred for lang,chronologyTermGroupList > chronologyTermGroup,termPrefForLang,boolean,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termSource,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSource,Chronology Information,Term > Source,Term source name,chronologyTermGroupList > chronologyTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
bonsai_5-0-5 chronology ns2:chronologies_common termSourceDetail,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceDetail,Chronology Information,Term > Source,Term source detail,chronologyTermGroupList > chronologyTermGroup,termSourceDetail,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termSourceID,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceID,Chronology Information,Term > Source,Term source ID,chronologyTermGroupList > chronologyTermGroup,termSourceID,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common termSourceNote,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceNote,Chronology Information,Term > Source,Term source note,chronologyTermGroupList > chronologyTermGroup,termSourceNote,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common chronologyDateStructuredDateGroup,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyDateStructuredDateGroup,Chronology Information,"",Primary date range,"",chronologyDateStructuredDateGroup,structured date group,n,n,n/a,"",""
bonsai_5-0-5 chronology ns2:chronologies_common chronologyType,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyType,Chronology Information,"",Chronology type,"",chronologyType,string,n,n,n/a,vocabulary: chronologytypes,""
bonsai_5-0-5 chronology ns2:chronologies_common chronologyPlace,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyPlace,Chronology Information,Spatial coverage,"",chronologyPlaces,chronologyPlace,string,n,y,n,authority: place/local; authority: place/tgn,""
bonsai_5-0-5 chronology ns2:chronologies_common chronologyDescription,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyDescription,Chronology Information,"",Chronology description,"",chronologyDescription,string,n,n,n/a,"",""
bonsai_5-0-5 chronology ns2:chronologies_common chronologyNote,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyNote,Chronology Information,"",Chronology note,"",chronologyNote,string,n,n,n/a,"",""
bonsai_5-0-5 chronology ns2:chronologies_common identifierValue,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierValue,Chronology Information,Resource identifier,Resource identifier value,identifierGroupList > identifierGroup,identifierValue,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common identifierCitation,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierCitation,Chronology Information,Resource identifier,Resource identifier citation,identifierGroupList > identifierGroup,identifierCitation,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
bonsai_5-0-5 chronology ns2:chronologies_common identifierDate,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierDate,Chronology Information,Resource identifier,Resource identifier date,identifierGroupList > identifierGroup,identifierDate,date,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common person,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.person,Associated Authorities,Person,Person associated,personGroupList > personGroup,person,string,n,n,y,authority: person/local; authority: person/ulan,""
bonsai_5-0-5 chronology ns2:chronologies_common personType,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personType,Associated Authorities,Person,Person relationship/type,personGroupList > personGroup,personType,string,n,n,y,vocabulary: chronologypersonrelations,""
bonsai_5-0-5 chronology ns2:chronologies_common personStructuredDateGroup,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personStructuredDateGroup,Associated Authorities,Person,Person date,personGroupList > personGroup,personStructuredDateGroup,structured date group,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common personCitation,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personCitation,Associated Authorities,Person,Person citation,personGroupList > personGroup > personCitations,personCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
bonsai_5-0-5 chronology ns2:chronologies_common personNote,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personNote,Associated Authorities,Person,Person note,personGroupList > personGroup,personNote,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common people,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.people,Associated Authorities,People,People associated,peopleGroupList > peopleGroup,people,string,n,n,y,authority: concept/associated,""
bonsai_5-0-5 chronology ns2:chronologies_common peopleType,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleType,Associated Authorities,People,People relationship/type,peopleGroupList > peopleGroup,peopleType,string,n,n,y,vocabulary: chronologypeoplerelations,""
bonsai_5-0-5 chronology ns2:chronologies_common peopleStructuredDateGroup,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleStructuredDateGroup,Associated Authorities,People,People date,peopleGroupList > peopleGroup,peopleStructuredDateGroup,structured date group,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common peopleCitation,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleCitation,Associated Authorities,People,People citation,peopleGroupList > peopleGroup > peopleCitations,peopleCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
bonsai_5-0-5 chronology ns2:chronologies_common peopleNote,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleNote,Associated Authorities,People,People note,peopleGroupList > peopleGroup,peopleNote,string,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common organization,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organization,Associated Authorities,Organization,Organization associated,organizationGroupList > organizationGroup,organization,string,n,n,y,authority: organization/local; authority: organization/ulan,""
bonsai_5-0-5 chronology ns2:chronologies_common organizationType,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationType,Associated Authorities,Organization,Organization relationship/type,organizationGroupList > organizationGroup,organizationType,string,n,n,y,vocabulary: chronologyorganizationrelations,""
bonsai_5-0-5 chronology ns2:chronologies_common organizationStructuredDateGroup,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationStructuredDateGroup,Associated Authorities,Organization,Organization date,organizationGroupList > organizationGroup,organizationStructuredDateGroup,structured date group,n,n,y,"",""
bonsai_5-0-5 chronology ns2:chronologies_common organizationCitation,bonsai_5-0-5,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationCitation,Associated Authorities,Organization,Organization citation,organizationGroupList > organizationGroup > organizationCitations,organizationCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
