profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
botgarden_3-0-6,citation,citation/local,y,9,"Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Common name source (Taxonomic Name Information>Common name)
Taxon: Term source name (Taxonomic Name Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
botgarden_3-0-6,citation,citation/worldcat,y,8,"Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Term source name (Taxonomic Name Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
botgarden_3-0-6,concept,concept/activity,y,1,Citation: Related term (Citation Information>Related term)
botgarden_3-0-6,concept,concept/associated,y,2,"Citation: Related term (Citation Information>Related term)
Propagation: Medium (Propagation Information>Activities>Activity)"
botgarden_3-0-6,concept,concept/class,y,1,Object: Accession used in (Accession Use Information>Accession use)
botgarden_3-0-6,concept,concept/conservation,n,0,""
botgarden_3-0-6,concept,concept/material,y,1,Citation: Related term (Citation Information>Related term)
botgarden_3-0-6,concept,concept/nomenclature,n,0,""
botgarden_3-0-6,concept,concept/occasion,y,1,Use of Collections: Occasion (Use of Collections Information)
botgarden_3-0-6,concept,concept/research,y,1,Object: Accession used in (Accession Use Information>Accession use)
botgarden_3-0-6,location,location/local,y,6,"Intake: Current location (Location Information>Current location)
Intake: Normal location (Location Information)
Loan Out: Garden location (Voucher Information)
Location/Movement/Inventory: Garden location (Current Location Information)
Propagation: Location in nursery (Propagation Information>Activities>Activity)
Use of Collections: Location (Use of Collections Information)"
botgarden_3-0-6,location,location/offsite,n,0,""
botgarden_3-0-6,organization,organization/local,y,42,"Citation: Agent name (Citation Information>Agent)
Citation: Publisher (Citation Information>Publication)
Condition Check: Checker/assessor (Condition Check/Technical Assessment Information)
Insurance/Indemnity: Insurer/indemnifier (Insurance and Indemnity Information)
Insurance/Indemnity: Quote provider (Insurance and Indemnity Information>Quote)
Intake: Condition check assessor (Condition Check Information)
Intake: Current owner (Object Entry Information)
Intake: Depositor name (Object Entry Information>Depositor)
Intake: Insurer (Insurance Information)
Intake: Valuer (Valuation Information)
Loan Out: Voucher institution (Voucher Information)
Location/Movement/Inventory: Garden location (Current Location Information)
Media Handling: Contributor (Media Handling Information)
Media Handling: Creator (Media Handling Information)
Media Handling: Measured by (Media Handling Information>Dimensions>Measurement)
Media Handling: Publisher (Media Handling Information)
Media Handling: Rights holder (Media Handling Information)
Object Exit: Authorized by (Distribution Information)
Object Exit: Organization (Distribution Information)
Object: Associated event organization (Object History and Association Information>Associations)
Object: Associated organization (Object History and Association Information>Associations>Associated organization)
Object: Field collector (Field Collection Information)
Object: Owner (Object History and Association Information>Object Owner's Contribution Information)
Object: Taxonomic identification by (Object Identification Information>Determination history>Identification by)
Object: Taxonomic identification institution (Object Identification Information>Determination history>Identification by)
Place: Georeferenced by (Georeference Information>Georeference)
Place: Owner (Place Information>Ownership)
Taxon: Author name (Taxonomic Name Information>Author)
Transport: Arrival point (Transport Information>Arrival)
Transport: Courier name (Transport Information>Courier)
Transport: Customs broker name (Cost Information>Customs broker)
Transport: Departure point (Transport Information>Departure)
Transport: Shipping quote provider (Cost Information)
Transport: Transporter name (Transport Information>Transporter)
Use of Collections: Authorized by (Use of Collections Information>Authorization)
Use of Collections: Location (Use of Collections Information)
Use of Collections: Staff name (Use of Collections Information>Staff)
Use of Collections: User institution (Use of Collections Information>User)
Use of Collections: User name (Use of Collections Information>User)
Valuation Control: Source (Object Valuation Information)
Work: Creator name (Work Information>Creator)
Work: Publisher name (Work Information>Publisher)"
botgarden_3-0-6,organization,organization/ulan,y,2,"Insurance/Indemnity: Insurer/indemnifier (Insurance and Indemnity Information)
Insurance/Indemnity: Quote provider (Insurance and Indemnity Information>Quote)"
