profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
core_7-2-0,chronology,chronology/era,y,3,"Object: Associated controlled event or period/era (Object History and Association Information>Associations)
Object: Content controlled event or period/era (Object Description Information>Content)
Object: Production era (Object Production Information)"
core_7-2-0,chronology,chronology/event,y,2,"Object: Associated controlled event or period/era (Object History and Association Information>Associations)
Object: Content controlled event or period/era (Object Description Information>Content)"
core_7-2-0,citation,citation/local,y,12,"Chronology: Alternative date citation (Alternative Date Information>Alternative date)
Chronology: Resource identifier citation (Chronology Information>Resource identifier)
Chronology: Term source name (Chronology Information>Term>Source)
Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Exhibition: Bibliographic reference (Exhibition Information>Bibliographic reference)
Object: Reference (Reference Information>Reference>Reference Information)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Storage Location: Term source name (Storage Location Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
core_7-2-0,citation,citation/worldcat,y,12,"Chronology: Alternative date citation (Alternative Date Information>Alternative date)
Chronology: Resource identifier citation (Chronology Information>Resource identifier)
Chronology: Term source name (Chronology Information>Term>Source)
Citation: Term source name (Citation Information>Term>Source)
Concept: Term source name (Concept Information>Term>Source)
Exhibition: Bibliographic reference (Exhibition Information>Bibliographic reference)
Object: Reference (Reference Information>Reference>Reference Information)
Organization: Term source name (Organization Information>Term>Source)
Person: Term source name (Person Information>Term>Source)
Place: Term source name (Place Information>Term>Source)
Storage Location: Term source name (Storage Location Information>Term>Source)
Work: Term source name (Work Information>Term>Source)"
core_7-2-0,concept,concept/activity,y,1,Citation: Related term (Citation Information>Related term)
core_7-2-0,concept,concept/associated,y,3,"Citation: Related term (Citation Information>Related term)
Object: Associated concept (Object History and Association Information>Associations>Associated concept)
Object: Content concept (Object Description Information>Content)"
core_7-2-0,concept,concept/material,y,3,"Citation: Related term (Citation Information>Related term)
Object: Content concept (Object Description Information>Content)
Object: Material controlled (Object Description Information>Material)"
core_7-2-0,concept,concept/nomenclature,y,1,Object: Object name controlled (Object Identification Information>Object name)
core_7-2-0,concept,concept/occasion,y,1,Use of Collections: Occasion (Use of Collections Information)
core_7-2-0,location,location/local,y,7,"Exhibition: Venue name (Exhibition Information>Venue)
Intake: Current location (Location Information>Current location)
Intake: Normal location (Location Information)
Location/Movement/Inventory: Current location (Object Location Information>Current location)
Location/Movement/Inventory: Normal location (Object Location Information)
Object: Computed current location (Object Identification Information)
Use of Collections: Location (Use of Collections Information)"
