profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
botgarden_3-1-1,citation,citation/local,y,9,"Citation: Term source name (Citation Information>Source)
Concept: Term source name (Concept Information>Source)
Organization: Term source name (Organization Information>Source)
Person: Term source name (Person Information>Source)
Place: Term source name (Place Information>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Common name source (Taxonomic Name Information)
Taxon: Term source name (Taxonomic Name Information>Source)
Work: Term source name (Work Information>Source)"
botgarden_3-1-1,citation,citation/worldcat,y,8,"Citation: Term source name (Citation Information>Source)
Concept: Term source name (Concept Information>Source)
Organization: Term source name (Organization Information>Source)
Person: Term source name (Person Information>Source)
Place: Term source name (Place Information>Source)
Taxon: Citation (Taxonomic Name Information)
Taxon: Term source name (Taxonomic Name Information>Source)
Work: Term source name (Work Information>Source)"
botgarden_3-1-1,concept,concept/activity,y,1,Citation: Related term (Citation Information)
botgarden_3-1-1,concept,concept/associated,y,2,"Citation: Related term (Citation Information)
Propagation: Medium (Propagation Information>Activities)"
botgarden_3-1-1,concept,concept/class,y,1,Object: Accession used in (Accession Use Information)
botgarden_3-1-1,concept,concept/conservation,n,0,""
botgarden_3-1-1,concept,concept/material,y,1,Citation: Related term (Citation Information)
botgarden_3-1-1,concept,concept/nomenclature,n,0,""
botgarden_3-1-1,concept,concept/occasion,y,1,Use of Collections: Occasion (Use of Collections Information)
botgarden_3-1-1,concept,concept/research,y,1,Object: Accession used in (Accession Use Information)
botgarden_3-1-1,location,location/local,y,6,"Intake: Current location (Location Information)
Intake: Normal location (Location Information)
Loan Out: Garden location (Voucher Information)
Location/Movement/Inventory: Garden location (Current Location Information)
Propagation: Location in nursery (Propagation Information>Activities)
Use of Collections: Location (Use of Collections Information)"
botgarden_3-1-1,location,location/offsite,n,0,""
