profile,record_type,record_type_machine_name,record_section,path_to_field,field,field_machine_name,qualified_field_machine_name,importer_template_headers,repeats,group_repeats,data_source_type,data_source_name
anthro_8-0-0,Place,place,Associated Authorities,"",Associated person date,assocPersonStructuredDateGroup,ns2:places_common.assocPersonStructuredDateGroup,assocPersonStructuredDateGroup,n,y,"",""
anthro_8-0-0,Place,place,Associated Authorities,"",Associated people date,assocPeopleStructuredDateGroup,ns2:places_common.assocPeopleStructuredDateGroup,assocPeopleStructuredDateGroup,n,y,"",""
anthro_8-0-0,Place,place,Associated Authorities,"",Associated organization date,assocOrganizationStructuredDateGroup,ns2:places_common.assocOrganizationStructuredDateGroup,assocOrganizationStructuredDateGroup,n,y,"",""
anthro_8-0-0,Place,place,Associated Authorities,"",Associated concept date,assocConceptStructuredDateGroup,ns2:places_common.assocConceptStructuredDateGroup,assocConceptStructuredDateGroup,n,y,"",""
anthro_8-0-0,Place,place,Associated Authorities,"",Associated place date,assocPlaceStructuredDateGroup,ns2:places_common.assocPlaceStructuredDateGroup,assocPlaceStructuredDateGroup,n,y,"",""
anthro_8-0-0,Place,place,Associated Authorities,"",Associated event/era date,assocChronologyStructuredDateGroup,ns2:places_common.assocChronologyStructuredDateGroup,assocChronologyStructuredDateGroup,n,y,"",""
anthro_8-0-0,Work,work,Work Information,"",Work date,workDateGroup,ns2:works_common.workDateGroup,workDateGroup,y,n,"",""
anthro_8-0-0,Osteology,osteology,Osteology Information,"",Age estimate date,osteoAgeEstimateDateGroup,ns2:osteology_common.osteoAgeEstimateDateGroup,osteoAgeEstimateDateGroup,n,y,"",""
anthro_8-0-0,Osteology,osteology,Osteology Information,"",Sex determination date,sexDeterminationDateGroup,ns2:osteology_common.sexDeterminationDateGroup,sexDeterminationDateGroup,n,y,"",""
anthro_8-0-0,Claim,claim,Claim Context,"",Time period represented date,nagpraClaimPeriodDateGroup,ns2:claims_nagpra.nagpraClaimPeriodDateGroup,nagpraClaimPeriodDateGroup,n,y,"",""
