profile,authority,authority_vocab,used_in_profile,controlled_field_ct,controlled_fields
core_10-2-0,chronology,chronology/era,y,9,"Chronology: Associated event/era
NAGPRA Inventory: Time period era
Object: Associated controlled event or period/era (#<CspaceConfigUntangler::Message:0x000000014e1606f8>)
Object: Content controlled event or period/era (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Object: Production era
Person: Associated event/era
Place: Associated event/era
Repatriation Request: Time period era
Summary Documentation: Time period era"
core_10-2-0,chronology,chronology/event,y,5,"Chronology: Associated event/era
Object: Associated controlled event or period/era (#<CspaceConfigUntangler::Message:0x000000014e1606f8>)
Object: Content controlled event or period/era (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Person: Associated event/era
Place: Associated event/era"
core_10-2-0,citation,citation/local,y,30,"Chronology: Alternative date citation
Chronology: Associated concept citation
Chronology: Associated event/era citation
Chronology: Associated organization citation
Chronology: Associated people citation
Chronology: Associated person citation
Chronology: Associated place citation
Chronology: Resource identifier citation
Chronology: Term source name (#<CspaceConfigUntangler::Message:0x00000001230081c8>)
Citation: Term source name (#<CspaceConfigUntangler::Message:0x00000001249253e0>)
Concept: Term source name (#<CspaceConfigUntangler::Message:0x00000001269ac5a0>)
Exhibition: Bibliographic reference
Object: Reference
Organization: Term source name (#<CspaceConfigUntangler::Message:0x0000000142f21b90>)
Person: Associated concept citation
Person: Associated event/era citation
Person: Associated organization citation
Person: Associated people citation
Person: Associated person citation
Person: Associated place citation
Person: Term source name (#<CspaceConfigUntangler::Message:0x000000014358b058>)
Place: Associated concept citation
Place: Associated event/era citation
Place: Associated organization citation
Place: Associated people citation
Place: Associated person citation
Place: Associated place citation
Place: Term source name (#<CspaceConfigUntangler::Message:0x0000000145fcea18>)
Storage Location: Term source name (#<CspaceConfigUntangler::Message:0x000000013cd07680>)
Work: Term source name (#<CspaceConfigUntangler::Message:0x000000014ce4f7d0>)"
core_10-2-0,citation,citation/worldcat,y,30,"Chronology: Alternative date citation
Chronology: Associated concept citation
Chronology: Associated event/era citation
Chronology: Associated organization citation
Chronology: Associated people citation
Chronology: Associated person citation
Chronology: Associated place citation
Chronology: Resource identifier citation
Chronology: Term source name (#<CspaceConfigUntangler::Message:0x00000001230081c8>)
Citation: Term source name (#<CspaceConfigUntangler::Message:0x00000001249253e0>)
Concept: Term source name (#<CspaceConfigUntangler::Message:0x00000001269ac5a0>)
Exhibition: Bibliographic reference
Object: Reference
Organization: Term source name (#<CspaceConfigUntangler::Message:0x0000000142f21b90>)
Person: Associated concept citation
Person: Associated event/era citation
Person: Associated organization citation
Person: Associated people citation
Person: Associated person citation
Person: Associated place citation
Person: Term source name (#<CspaceConfigUntangler::Message:0x000000014358b058>)
Place: Associated concept citation
Place: Associated event/era citation
Place: Associated organization citation
Place: Associated people citation
Place: Associated person citation
Place: Associated place citation
Place: Term source name (#<CspaceConfigUntangler::Message:0x0000000145fcea18>)
Storage Location: Term source name (#<CspaceConfigUntangler::Message:0x000000013cd07680>)
Work: Term source name (#<CspaceConfigUntangler::Message:0x000000014ce4f7d0>)"
core_10-2-0,concept,concept/activity,y,4,"Chronology: Associated concept
Citation: Related term
Person: Associated concept
Place: Associated concept"
core_10-2-0,concept,concept/archculture,y,3,"NAGPRA Inventory: Cultural group name
Repatriation Request: Cultural group name
Summary Documentation: Cultural group name"
core_10-2-0,concept,concept/associated,y,9,"Chronology: Associated concept
Chronology: Associated people
Citation: Related term
Object: Associated concept (#<CspaceConfigUntangler::Message:0x000000014e1606f8>)
Object: Content concept (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Person: Associated concept
Person: Associated people
Place: Associated concept
Place: Associated people"
core_10-2-0,concept,concept/ethculture,y,4,"Intake: Field collection source
NAGPRA Inventory: Cultural group name
Repatriation Request: Cultural group name
Summary Documentation: Cultural group name"
core_10-2-0,concept,concept/material,y,6,"Chronology: Associated concept
Citation: Related term
Object: Content concept (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Object: Material controlled
Person: Associated concept
Place: Associated concept"
core_10-2-0,concept,concept/nomenclature,y,4,"Chronology: Associated concept
Object: Object name controlled
Person: Associated concept
Place: Associated concept"
core_10-2-0,concept,concept/occasion,y,4,"Chronology: Associated concept
Person: Associated concept
Place: Associated concept
Use of Collections: Occasion"
core_10-2-0,location,location/local,y,7,"Exhibition: Venue name
Intake: Current location
Intake: Normal location
Location/Movement/Inventory: Current location (#<CspaceConfigUntangler::Message:0x000000013d426330>)
Location/Movement/Inventory: Normal location
Object: Computed current location
Use of Collections: Location"
core_10-2-0,location,location/offsite,y,6,"Exhibition: Venue name
Intake: Current location
Intake: Normal location
Location/Movement/Inventory: Current location (#<CspaceConfigUntangler::Message:0x000000013d426330>)
Location/Movement/Inventory: Normal location
Object: Computed current location"
core_10-2-0,organization,organization/local,y,101,"Acquisitions: Acquisition source
Acquisitions: Funding source
Acquisitions: Owner
Acquisitions: Parties involved on behalf of
Chronology: Associated organization
Citation: Agent name
Citation: Publisher
Condition Check: Checker/assessor
Conservation: Conservator
Conservation: Other treatment party name
Consultation: Parties involved on behalf of
Deaccession: Exit recipient
Deaccession: Parties involved on behalf of
Duty of Care: Duty of care detail determined by
Duty of Care: Parties involved on behalf of
Exhibition: Organizer
Exhibition: Sponsor
Exhibition: Venue name
Exhibition: Working group member name
Held-in-Trust: Access limitation requested on behalf of
Held-in-Trust: Correspondence recipient
Held-in-Trust: Correspondence sender
Held-in-Trust: Owner
Insurance/Indemnity: Insurer/indemnifier
Insurance/Indemnity: Quote provider
Intake: Condition check assessor
Intake: Current location
Intake: Current owner
Intake: Depositor name
Intake: Field collector
Intake: Insurer
Intake: Normal location
Intake: Valuer
Iteration Report: Exhibition approval entity
Iteration Report: Further installation detail approval entity
Iteration Report: Installed equipment approval entity
Iteration Report: Iteration creator/supervisor name
Iteration Report: Iteration-specific modification approval entity
Iteration Report: Security approval entity
Iteration Report: Space, as installed approval entity
Iteration Report: Technical setup approval entity
Loan In: Lender name
Loan Out: Borrower name (#<CspaceConfigUntangler::Message:0x000000013caa8448>)
Location/Movement/Inventory: Current location (#<CspaceConfigUntangler::Message:0x000000013d426330>)
Location/Movement/Inventory: Normal location
Media Handling: Contributor
Media Handling: Creator
Media Handling: Measured by
Media Handling: Publisher
Media Handling: Rights holder
NAGPRA Inventory: Inventory cultural affiliation determined by
NAGPRA Inventory: Inventory cultural affiliation tribe/nation
NAGPRA Inventory: Parties involved on behalf of
Object Exit (Legacy): Current owner
Object Exit (Legacy): Depositor
Object Exit (Legacy): Disposal proposed recipient
Object Exit (Legacy): Disposal recipient
Object Exit: Exit agent name
Object Exit: Owner after exit
Object: Associated event organization (#<CspaceConfigUntangler::Message:0x000000014e1606f8>)
Object: Associated organization (#<CspaceConfigUntangler::Message:0x000000014e1606f8>)
Object: Computed current location
Object: Content organization (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Object: Domain host
Object: Domain owner
Object: Field collection source
Object: Field collector
Object: Measured by
Object: Non-textual inscription inscriber (#<CspaceConfigUntangler::Message:0x000000014e160ba8>)
Object: Owner
Object: Production organization
Object: Right holder contact
Object: Right holder name
Object: Textual inscription inscriber (#<CspaceConfigUntangler::Message:0x000000014e160d38>)
Person: Associated organization
Place: Associated organization
Place: Georeferenced by
Place: Owner
Repatriation Request: Parties involved on behalf of
Restricted Media Handling: Contributor
Restricted Media Handling: Creator
Restricted Media Handling: Measured by
Restricted Media Handling: Publisher
Restricted Media Handling: Rights holder
Summary Documentation: Parties involved on behalf of
Summary Documentation: Summary affiliation determined by
Summary Documentation: Summary affiliation tribe/nation
Transport: Arrival point (#<CspaceConfigUntangler::Message:0x000000014bc80478>)
Transport: Courier name
Transport: Customs broker name (#<CspaceConfigUntangler::Message:0x000000014bc801f8>)
Transport: Departure point (#<CspaceConfigUntangler::Message:0x000000014bc80568>)
Transport: Shipping quote provider
Transport: Transporter name (#<CspaceConfigUntangler::Message:0x000000014bc80748>)
Use of Collections: Authorized by
Use of Collections: Location
Use of Collections: Staff name
Use of Collections: User institution
Use of Collections: User name
Valuation Control: Source
Work: Creator name
Work: Publisher name"
core_10-2-0,organization,organization/ulan,y,10,"Chronology: Associated organization
Exhibition: Organizer
Exhibition: Sponsor
Exhibition: Venue name
Exhibition: Working group member name
Insurance/Indemnity: Insurer/indemnifier
Insurance/Indemnity: Quote provider
Object: Content organization (#<CspaceConfigUntangler::Message:0x000000014e160ec8>)
Person: Associated organization
Place: Associated organization"
